balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
255,semantic_structural,products_data.csv|__unknown__|seller_id:689669||products_data.csv|__unknown__|seller_id:707156,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.092832,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.220041,0.886293,"T: 1000万女性医院医师医生护士护师_70年至90年数据 || 1000万女性医院医师医生护士护师_70年至90年数据 | D: ""刚到1000万女性医院医师医生护士护师_黑龙江哈尔滨70至90年1700条200美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 低价出台湾证券数据 || 低价出台湾证券数据 | D: ""低价出台湾证券2000条320美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
256,semantic_structural,products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:659029,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.080532,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.329261,0.552483,T: 侦探_查_在线秒回信息 || 常年稳定查询 | D: 银行核查等==提供SFZ号(拍170份） 车辆轨迹====出全国车辆抓拍卡口时间地点等==提供车牌号码（拍100份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍20份） 三网手机机主信息====出机主信息==提供手机号(拍50份） 三网名下号码====出名下手机号==提供SFZ号(拍50份）... | C: 常规服务与操作,T: 全网最低价侦探业务查人查档查所有 || 全网最低价侦探业务查人查档查所有 | D: 【个人基本信息类】 个人户籍-提供身份证号码-(拍3份) 全家户籍-提供身份证号码-(拍10份) 模糊查询-提供大概年龄+地区+名字(拍5份) 犯罪记录-提供身份证号码-(拍5份) 网逃记录-提供身份证号码-(拍5份) 名下资产-提供身份证号码-(拍10份) 开房同住记录-提供身份证号码-拍50份) 开房记录-提... | C: 常规服务与操作 || 技术服务[非教程],pending,,,
257,semantic_structural,products_data.csv|__unknown__|seller_id:561217||products_data.csv|__unknown__|seller_id:707276,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.074988,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.266096,0.739206,"T: 瑞士华人华侨5000条800美金 || 瑞士华人华侨5000条800美金 | D: 瑞士华人华侨5000条800美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 低价出马来西亚华人华侨数据 || 低价出马来西亚华人华侨数据 | D: ""低价出马来西亚华人华侨200条20美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
258,semantic_structural,products_data.csv|__unknown__|seller_id:556912||products_data.csv|__unknown__|seller_id:561217,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.067658,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.247417,0.791578,"T: 全球国外华人华侨一英国一中文一女性1000条156美金 || 全球国外华人华侨一英国一中文一女性1000条156美金 | D: 全球国外华人华侨一英国一中文一女性1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 瑞士华人华侨5000条800美金 || 瑞士华人华侨5000条800美金 | D: 瑞士华人华侨5000条800美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
259,semantic_structural,products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:588888,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.067022,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.263145,0.744076,T: 银行一微信一支付宝一企业一查流水 || 侦探各类查询低价 | D: 一年价格（拍300份） 验证方法（提供转账时间）验证结果我告诉你金额 验证后确认放款发完整资料给您 个人银行（无视大中小银行）3个月-2年.姓名+银行卡号（价格3个月拍120份，一年拍250份） 企业银行（无视大中小银行）3个月-2年.企业名+银行卡号（价格请咨询） 微信账户流水3个月-2年提供（微信号）（原始i... | C: 常规服务与操作,T: 全网高质量查档 || 全网高质量查档 | D: 【车辆信息类】 查名下车-提供身份证号码-·(拍10份) 车主信息-提供车牌号码-·(拍10份） 车辆轨迹-提供车牌号码-·(拍55份) 违章处理人-提供车牌号码-·(拍20份) 违章车牌-提供身份证号码-·(拍20份) 车辆保险-提供身份证号码-·(拍20份） 【银行信息类】 个人征信/提供身份证号码-·(拍3... | C: 常规服务与操作,pending,,,
260,semantic_structural,products_data.csv|__unknown__|seller_id:689669||products_data.csv|__unknown__|seller_id:707904,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.066054,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.246457,0.793656,"T: 1000万女性医院医师医生护士护师_70年至90年数据 || 1000万女性医院医师医生护士护师_70年至90年数据 | D: ""刚到1000万女性医院医师医生护士护师_黑龙江哈尔滨70至90年1700条200美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 北上广深大学老师教授数据 || 北上广深大学老师教授数据 | D: ""北上广深大学老师教授6000条800美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
261,semantic_structural,products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:531338,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.062804,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.268938,0.724588,T: 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 || 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 || 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 | D: --------------------- ↓ 交易编号---45581-----收藏品圆明圆国宝十二生肖普首金1200条180美金 交易编号---46790-----河北承德市政府机构通讯录村长1万条150美金 交易编号---47675-----陕西_西安19401958年身份证1万条1560美金 交易编号--... | C: 虚拟物品,pending,,,
262,semantic_structural,products_data.csv|__unknown__|seller_id:561583||products_data.csv|__unknown__|seller_id:632995,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.043758,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.247158,0.780405,"T: 自动发货一银行大额终身金融客户一证券客户1000条156美金 || 自动发货一银行大额终身金融客户一证券客户1000条156美金 | D: 自动发货一银行大额终身金融客户一证券vip贵宾客户1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 澳大利亚金融客户未发的500万之3一100万条1000美金 || 澳大利亚金融客户未发的500万之3一100万条1000美金 | D: 澳大利亚金融客户数据未发的500万之3一100万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
263,semantic_structural,products_data.csv|__unknown__|seller_id:707139||products_data.csv|__unknown__|seller_id:708128,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.040772,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.295676,0.633358,"T: 低价出网贷贷款逾期用户数据 || 香港HKstockacc证券股民数据2000条320美金2 | D: 香港HKstockacc证券股民数据2000条320美金2 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 技术服务[非教程] || 虚拟物品","T: 澳大利亚女性华人华侨_拼音_数据 || 澳大利亚女性华人华侨_拼音_数据 | D: ""澳大利亚女性华人华侨_拼音_31000条300美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
264,semantic_structural,products_data.csv|__unknown__|seller_id:22687||products_data.csv|__unknown__|seller_id:754463,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.038088,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.302359,0.611967,T: 接网站渗透脱库（大陆站不做） || 接网站渗透脱库（大陆站不做） | D: 买家指定网站渗透脱库，欢迎合作 | C: 常规服务与操作,T: App网站渗透脱库软件工具开发透视破解 || App网站渗透脱库软件工具开发透视破解 | D: 实时聊天监控5000美金/周 提供对方微信号 历史聊天记录调取（2年内） 提供对方微信号 除了语音其他记录全部出， 时间➕内容 拍下一份 调取一份2月内历史记录 留言对方微信号 不排斥中介，没有任何验证测试【勿开口】 拍下一份再咨询 | C: 常规服务与操作,pending,,,
265,semantic_structural,products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:523242,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.036184,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.223097,0.848801,T: 加拿大币圈coinbase用户信息 || 加拿大币圈coinbase用户信息 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 新到日本华人华侨男性女性10万条数据 || 新到日本华人华侨男性女性10万条数据 | D: ↓ 交易编号---45379-----山西省_太原市女性身份证四要素60300条9328美金 交易编号---45384-----陕西省_安康市一女性身份证四要素5832条902美金 交易编号---45764-----币圈注册用户美国俄勒冈州oregon7万条70美金 交易编号---44800-----安徽省二建工... | C: 虚拟物品,pending,,,
266,semantic_structural,products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:524296,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.020642,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.260747,0.72808,T: 新到英国币圈交易所用户2万条数据 || 新到英国币圈交易所用户2万条数据 | D: ↓ 交易编号---47899-----澳大利亚币圈90万条900美金 交易编号---43691-----500万女性1996年异地户籍本地号1800条50美金 交易编号---45227-----河南省_郑州市女性身份证四要素93173条14413美金 交易编号---47237-----四川_阿坝工商联商会个体协会... | C: 虚拟物品,T: 最新一金融客户外汇一美国密西西比州58万条58美金 || 币圈美国佛罗里达州迈阿密20万条200美金 | D: --------------------- ↓ 交易编号---47849-----金融公司和银行贷款实时数据成都市900条90美金 交易编号---45259-----湖南省_郴州市一女性身份证四要素524843条81193美金 交易编号---45290-----江苏省_苏州市一女性身份证四要素334198条517... | C: 虚拟物品,pending,,,
267,semantic_structural,products_data.csv|__unknown__|seller_id:683267||products_data.csv|__unknown__|seller_id:754463,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.014418,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.220007,0.847188,T: 微信记录调取实时以及历史支持验证 || 调取微信聊天记录 | D: 2022/04/05 10:29:47 东哥 今天晚上安排了多少 2022/04/05 10:31:26 艾文 80多个 2022/04/05 10:35:36 东哥 我操，那今晚可以啊 2022/04/05 10:37:25 艾文 低调点，闷声发大财… 2022/04/05 10:38:29 东哥 可以 格式如... | C: 常规服务与操作,T: App网站渗透脱库软件工具开发透视破解 || App网站渗透脱库软件工具开发透视破解 | D: 实时聊天监控5000美金/周 提供对方微信号 历史聊天记录调取（2年内） 提供对方微信号 除了语音其他记录全部出， 时间➕内容 拍下一份 调取一份2月内历史记录 留言对方微信号 不排斥中介，没有任何验证测试【勿开口】 拍下一份再咨询 | C: 常规服务与操作,pending,,,
268,semantic_structural,products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:524490,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.002416,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.239953,0.781349,T: 新到英国币圈交易所用户2万条数据 || 新到英国币圈交易所用户2万条数据 | D: ↓ 交易编号---47899-----澳大利亚币圈90万条900美金 交易编号---43691-----500万女性1996年异地户籍本地号1800条50美金 交易编号---45227-----河南省_郑州市女性身份证四要素93173条14413美金 交易编号---47237-----四川_阿坝工商联商会个体协会... | C: 虚拟物品,T: 更新的泰国华人华侨数据 || 更新的泰国华人华侨数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,pending,,,
269,semantic_structural,products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:548666,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.990576,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.240496,0.7738,T: 最新一金融客户外汇一美国密西西比州58万条58美金 || 币圈美国佛罗里达州迈阿密20万条200美金 | D: --------------------- ↓ 交易编号---47849-----金融公司和银行贷款实时数据成都市900条90美金 交易编号---45259-----湖南省_郴州市一女性身份证四要素524843条81193美金 交易编号---45290-----江苏省_苏州市一女性身份证四要素334198条517... | C: 虚拟物品,T: 低价加拿大华人华侨留学生数据条 || 低价加拿大华人华侨留学生数据条 | D: --------------------- ↓ 交易编号---43196-----百世快递发货记录1700条样本10美金 交易编号---44708-----职业女性身份证1000条50美金 交易编号---45277-----吉林省_辽源市一女性身份证四要素7076条1094美金 交易编号---45957-----... | C: 虚拟物品,pending,,,
270,semantic_structural,products_data.csv|__unknown__|seller_id:564037||products_data.csv|__unknown__|seller_id:697925,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.988688,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.228877,0.807713,T: 260份高清美国驾照正反面照片全网验证无忧有效期内 || 260份高清美国驾照正反面照片全网验证无忧有效期内 | D: 因为是自有渠道，未来应该会一直有，如果用着满意，或者有特殊需求，可以留言咨询，做私拍，私拍只卖一次，价格会适当提高 | C: 虚拟物品,T: 马来西亚护照手持护照6套 || 马来西亚护照手持护照6套 | D: 马来西亚护照主页，封面手持护照拍照 大部分都是高清，可能有少部分不是高清 大部分都在有效期内，少部分可能过期了 不以过期为由退款 适合各类需要马来西亚护照认证的项目，业务自测（不包） 正反手持能做很多项目了 已设置自动发货，拍下付款会自动发货 图片下面有全部在售清单 | C: 虚拟物品,pending,,,
271,semantic_structural,products_data.csv|__unknown__|seller_id:581913||products_data.csv|__unknown__|seller_id:582200,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.986692,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.244624,0.759474,T: 新到币圈新加坡抹茶币MXToken注册用户5万条数据 || 新到币圈新加坡抹茶币MXToken注册用户5万条数据 | D: ↓ 交易编号---45182-----浙江省衢州市二建工程师建筑师853条85美金 交易编号---45649-----福建泉州离异数据1000条156美金 交易编号---45355-----青海省_玉树市一女性身份证四要素193条29美金 交易编号---45269-----湖南省_张家界市女性身份证四要素1789... | C: 虚拟物品,T: 新到币圈美国德克萨斯州texas26万条数据 || 新到币圈美国德克萨斯州texas26万条数据 | D: ↓ 交易编号---43196-----百世快递发货记录1700条样本10美金 交易编号---44708-----职业女性身份证1000条50美金 交易编号---45277-----吉林省_辽源市一女性身份证四要素7076条1094美金 交易编号---45957-----广东深圳信用卡金卡客户3000条30美金 交... | C: 虚拟物品,pending,,,
272,semantic_structural,products_data.csv|__unknown__|seller_id:523242||products_data.csv|__unknown__|seller_id:581913,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.980412,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.268233,0.685507,T: 新到日本华人华侨男性女性10万条数据 || 新到日本华人华侨男性女性10万条数据 | D: ↓ 交易编号---45379-----山西省_太原市女性身份证四要素60300条9328美金 交易编号---45384-----陕西省_安康市一女性身份证四要素5832条902美金 交易编号---45764-----币圈注册用户美国俄勒冈州oregon7万条70美金 交易编号---44800-----安徽省二建工... | C: 虚拟物品,T: 新到币圈新加坡抹茶币MXToken注册用户5万条数据 || 新到币圈新加坡抹茶币MXToken注册用户5万条数据 | D: ↓ 交易编号---45182-----浙江省衢州市二建工程师建筑师853条85美金 交易编号---45649-----福建泉州离异数据1000条156美金 交易编号---45355-----青海省_玉树市一女性身份证四要素193条29美金 交易编号---45269-----湖南省_张家界市女性身份证四要素1789... | C: 虚拟物品,pending,,,
273,semantic_structural,products_data.csv|__unknown__|seller_id:1912198||products_data.csv|__unknown__|seller_id:601436,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.967552,alias_missing,true,__unknown__,__unknown__,,,,,,影视猎奇资源,,0.2343,0.780876,T: 兽父调教13和16岁亲生女卖给朋友蹂躏还有两个未成年实拍7G || 兽父调教13和16岁亲生女卖给朋友蹂躏还有两个未成年实拍7G | D: 东南亚兽父带13岁和16岁女儿和两个未成年出来卖身，亲自上阵调教演示，然后一起招待金主 | C: 影视猎奇资源,T: 虐腹视频女主叫得很惨8G || 虐腹视频女主叫得很惨8G | D: 个人收集虐腹视频，Mega | C: 影视猎奇资源,pending,,,
274,semantic_structural,products_data.csv|__unknown__|seller_id:533821||products_data.csv|__unknown__|seller_id:597859,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.965688,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.244635,0.748939,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,T: 澳大利亚金融客户90万条900美金 || 澳大利亚金融客户90万条900美金 | D: ↓ 交易编号---45809-----币圈注册用户美国密西西比州2万条20美金 交易编号---45382-----山西省_运域市一女性身份证四要素17461条2701美金 交易编号---45219-----河南省_南阳市女性身份证四要素33025条5108美金 交易编号---46455-----印度博彩5000条... | C: 虚拟物品,pending,,,
275,semantic_structural,products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:528952,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.96525,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.282654,0.634663,T: 加拿大币圈coinbase用户信息 || 加拿大币圈coinbase用户信息 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,pending,,,
276,semantic_structural,products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:531338,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.964758,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.240985,0.759424,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,T: 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 || 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 | D: --------------------- ↓ 交易编号---45581-----收藏品圆明圆国宝十二生肖普首金1200条180美金 交易编号---46790-----河北承德市政府机构通讯录村长1万条150美金 交易编号---47675-----陕西_西安19401958年身份证1万条1560美金 交易编号--... | C: 虚拟物品,pending,,,
277,semantic_structural,products_data.csv|__unknown__|seller_id:283946||products_data.csv|__unknown__|seller_id:358710,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.953322,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.261765,0.691366,T: 出售40多个国内外接码平台，部分免费无需注册直接使用 || 出售40多个国内外接码平台，部分免费无需注册直接使用 | D: 非常适合注册一些网站而又不想泄露自己的手机时候使用 | C: 虚拟物品,T: 20250424可用的一个国外接码平台一个国内接码平台 || 20250424可用的一个国外接码平台一个国内接码平台 | D: 国外平台支持所有常见的软件注册 twitter tg qq 微信等等 国内平台支持几千个项目的接码，号池丰富 支持api操作 只保证可用，具体用法请自行到平台学习，谢谢 虚拟物品有可复制性，本交易不支持退款，请知悉 | C: 虚拟物品,pending,,,
278,semantic_structural,products_data.csv|__unknown__|seller_id:402832||products_data.csv|__unknown__|seller_id:470177,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.951906,alias_missing,true,__unknown__,__unknown__,,,,,,实体发货商品,,0.222773,0.807634,T: 高性价银行四件套交易所实名账户实名认证激活POS机全方位服务 || 出售四件套支付宝btc交易所pos机等 | D: 实力卡商，中介勿扰，薄利多销，谢绝议价 四件套=2000元/套=20份 四件套+支付宝=2500元/套=25份 四件套+交易所=2700元/套=27份 四件套+pos机=3500元/套=35份 四件套+支付宝+交易所=3000元/套=30份 预留手机号=联通/移动可选可选，国漫加拍一份/ 交易所=火币/okex/... | C: 实体发货商品,T: 诚信老商户3500元出银行四件套支付平台实名认证账户 || 诚信老商户3500元出银行四件套支付平台实名认证账户 | D: 请勿留站外联系，谢谢合作 断卡行动影响，开卡难，四件套套餐均有涨价 1.普卡不带盾：2500元 2.带盾四件套：3500元 3.带支付宝号：4000元 4.带交易所号：4000元 5.带支付宝+交易所：4500元 以上，都是过人脸高级实名认证账户，单份价格15美金=100元，例如拍的选项单价3500元，则拍35份 | C: 实体发货商品,pending,,,
279,semantic_structural,products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:582200,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.951164,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.263338,0.685568,T: 最新一金融客户外汇一美国密西西比州58万条58美金 || 币圈美国佛罗里达州迈阿密20万条200美金 | D: --------------------- ↓ 交易编号---47849-----金融公司和银行贷款实时数据成都市900条90美金 交易编号---45259-----湖南省_郴州市一女性身份证四要素524843条81193美金 交易编号---45290-----江苏省_苏州市一女性身份证四要素334198条517... | C: 虚拟物品,T: 新到币圈美国德克萨斯州texas26万条数据 || 新到币圈美国德克萨斯州texas26万条数据 | D: ↓ 交易编号---43196-----百世快递发货记录1700条样本10美金 交易编号---44708-----职业女性身份证1000条50美金 交易编号---45277-----吉林省_辽源市一女性身份证四要素7076条1094美金 交易编号---45957-----广东深圳信用卡金卡客户3000条30美金 交... | C: 虚拟物品,pending,,,
280,semantic_structural,products_data.csv|__unknown__|seller_id:510058||products_data.csv|__unknown__|seller_id:601436,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.947768,alias_missing,true,__unknown__,__unknown__,,,,,,影视猎奇资源,,0.232015,0.777839,T: 超低价300G儿童色情调教资源 || 超低价300G儿童色情调教资源 | D: 部分视频截图请看图 由于为虚拟物品特殊，一经出售不接受退款，不能接受勿拍，谢谢合作 | C: 影视猎奇资源,T: 虐腹视频女主叫得很惨8G || 虐腹视频女主叫得很惨8G | D: 个人收集虐腹视频，Mega | C: 影视猎奇资源,pending,,,
281,semantic_structural,products_data.csv|__unknown__|seller_id:561583||products_data.csv|__unknown__|seller_id:562239,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.947702,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.230608,0.782027,"T: 自动发货一银行大额终身金融客户一证券客户1000条156美金 || 自动发货一银行大额终身金融客户一证券客户1000条156美金 | D: 自动发货一银行大额终身金融客户一证券vip贵宾客户1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 澳大利亚金融客户数据未发的5100万条1000美金 || 澳大利亚金融客户数据未发的5100万条1000美金 | D: 澳大利亚金融客户数据未发的500万之1一100万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
282,semantic_structural,products_data.csv|__unknown__|seller_id:521580||products_data.csv|__unknown__|seller_id:581913,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.941206,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.280971,0.62769,T: 日本航空公司会员测试数据200条 || 日本航空公司会员测试数据200条 | D: ↓ 交易编号---47380-----法国领英商务华尔街币圈股民外汇外汇数据50万条200美金 交易编号---44329-----安徽省_亳州市一女性身份证四要素6461条999美金 交易编号---46822-----上海女性宝妈母婴购物3万条30美金 交易编号---45457-----云南省_昭通市一女性身份证... | C: 虚拟物品,T: 新到币圈新加坡抹茶币MXToken注册用户5万条数据 || 新到币圈新加坡抹茶币MXToken注册用户5万条数据 | D: ↓ 交易编号---45182-----浙江省衢州市二建工程师建筑师853条85美金 交易编号---45649-----福建泉州离异数据1000条156美金 交易编号---45355-----青海省_玉树市一女性身份证四要素193条29美金 交易编号---45269-----湖南省_张家界市女性身份证四要素1789... | C: 虚拟物品,pending,,,
283,semantic_structural,products_data.csv|__unknown__|seller_id:531474||products_data.csv|__unknown__|seller_id:533821,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,2.940746,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.242713,0.742234,T: 加拿大华人华侨留学生数据 || 加拿大华人华侨留学生数据 | D: --------------------- ↓ 交易编号---45809-----币圈注册用户美国密西西比州2万条20美金 交易编号---45382-----山西省_运域市一女性身份证四要素17461条2701美金 交易编号---45219-----河南省_南阳市女性身份证四要素33025条5108美金 交易编号... | C: 虚拟物品,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,pending,,,
