pair_uid,data_bucket,candidate_language,split_name,split_component_id,review_label,review_stratum,usable_for_supervision,usable_for_core_transfer,candidate_rule_hits,shared_contact_count,shared_pgp_fingerprint_count,shared_title_count,shared_description_count,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,structural_support_score_raw,source_seller_raw_left,source_seller_raw_right,identity_label,evidence_type,evidence_type_confident,identity_training_eligible,has_direct_identifier_signal,has_template_clone_signal,has_semantic_topic_signal,has_public_contact_or_url_noise_signal,evidence_type_reasons
market_item.xlsx|中文暗网交易市场|seller_raw:48851||market_item.xlsx|茶马古道|seller_raw:/shop/437369,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.881498,0.813007,0.863966,0.486941,48851,/shop/437369,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:238529||market_item.xlsx|中文暗网交易市场|seller_raw:565149,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.912998,0.838626,0.877515,0.672979,238529,565149,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:605890||market_item.xlsx|茶马古道|seller_raw:/shop/449035,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.917598,0.889608,0.924863,0.195848,605890,/shop/449035,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:506844||market_item.xlsx|茶马古道|seller_raw:/shop/8264,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.931428,0.903476,0.926162,0.176003,506844,/shop/8264,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:346677||market_item.xlsx|中文暗网交易市场|seller_raw:490499,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.897256,0.789715,0.842393,0.539117,346677,490499,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:11870||market_item.xlsx|中文暗网交易市场|seller_raw:311141,zh_target_strict,zh,test,comp_00002,positive,semantic_only,1,1,,,,,,0.916035,0.861857,0.883464,0.498681,11870,311141,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/396807||market_item.xlsx|茶马古道|seller_raw:/shop/421134,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.952679,0.932404,0.892946,0.837038,/shop/396807,/shop/421134,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:551033||market_item.xlsx|中文暗网交易市场|seller_raw:565149,zh_target_strict,zh,train,comp_00001,negative,text_clone_primary,1,1,,,,,,0.89262,0.78824,0.869268,0.417112,551033,565149,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_title_clone|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|中文暗网交易市场|seller_raw:365633||market_item.xlsx|中文暗网交易市场|seller_raw:517245,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.91836,0.891191,0.913108,0.712969,365633,517245,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:68595||market_item.xlsx|茶马古道|seller_raw:/shop/441893,zh_target_strict,zh,test,comp_00129,negative,semantic_only,1,1,,,,,,0.887861,0.818809,0.840057,0.486378,68595,/shop/441893,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/395006||market_item.xlsx|茶马古道|seller_raw:/shop/8506,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.922414,0.849275,0.809141,0.489298,/shop/395006,/shop/8506,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:523947||market_item.xlsx|中文暗网交易市场|seller_raw:83240,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.943553,0.847227,0.927381,0.79905,523947,83240,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:312538||market_item.xlsx|中文暗网交易市场|seller_raw:395687,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.944626,0.889803,0.941889,0.784495,312538,395687,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/421090||market_item.xlsx|茶马古道|seller_raw:/shop/464047,zh_target_strict,zh,test,comp_00176,negative,text_clone_primary,1,1,,,,,,0.912295,0.790264,0.846452,0.144206,/shop/421090,/shop/464047,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_title_clone|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|茶马古道|seller_raw:/shop/411999||market_item.xlsx|茶马古道|seller_raw:/shop/414476,zh_target_strict,zh,test,comp_00164,negative,semantic_only,1,1,,,,,,0.934308,0.886455,0.922144,0.473888,/shop/411999,/shop/414476,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:605589||market_item.xlsx|茶马古道|seller_raw:/shop/446567,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.930545,0.899164,0.969912,0.285415,605589,/shop/446567,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/415633||market_item.xlsx|茶马古道|seller_raw:/shop/455056,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.966662,0.965411,0.908196,0.748937,/shop/415633,/shop/455056,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/414692||market_item.xlsx|茶马古道|seller_raw:/shop/457737,zh_target_strict,zh,test,comp_00164,negative,semantic_only,1,1,,,,,,0.916922,0.871065,0.874405,0.433272,/shop/414692,/shop/457737,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:19692||market_item.xlsx|中文暗网交易市场|seller_raw:357141,zh_target_strict,zh,train,comp_00017,positive,semantic_only,1,1,,,,,,0.935036,0.854357,0.915976,0.455392,19692,357141,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/445120||market_item.xlsx|茶马古道|seller_raw:/shop/446950,zh_target_strict,zh,valid,comp_00157,negative,semantic_structural,1,1,,,,,,0.951093,0.883462,0.805091,0.516667,/shop/445120,/shop/446950,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:46164||market_item.xlsx|茶马古道|seller_raw:/shop/436848,zh_target_strict,zh,test,comp_00016,negative,semantic_only,1,1,,,,,,0.862785,0.769853,0.825088,0.448314,46164,/shop/436848,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:444810||market_item.xlsx|中文暗网交易市场|seller_raw:79018,zh_target_strict,zh,train,comp_00065,negative,semantic_structural,1,1,,,,,,0.918867,0.88261,0.899588,0.716053,444810,79018,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/415543||market_item.xlsx|茶马古道|seller_raw:/shop/467049,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.950346,0.925313,0.904973,0.617057,/shop/415543,/shop/467049,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/425001||market_item.xlsx|茶马古道|seller_raw:/shop/460340,zh_target_strict,zh,test,comp_00184,negative,semantic_structural,1,1,,,,,,0.937742,0.892744,0.93255,0.726724,/shop/425001,/shop/460340,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/435860||market_item.xlsx|茶马古道|seller_raw:/shop/469170,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.891512,0.829199,0.792408,0.803476,/shop/435860,/shop/469170,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:319180||market_item.xlsx|中文暗网交易市场|seller_raw:569984,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.905161,0.844966,0.852995,0.673875,319180,569984,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:365633||market_item.xlsx|中文暗网交易市场|seller_raw:566597,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.921856,0.897668,0.916753,0.705616,365633,566597,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/434799||market_item.xlsx|茶马古道|seller_raw:/shop/475,zh_target_strict,zh,test,comp_00196,negative,semantic_only,1,1,,,,,,0.923648,0.852633,0.794994,0.4227,/shop/434799,/shop/475,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:446965,zh_target_strict,zh,train,silver_train_comp_00152,positive,text_clone_primary,1,1,,,,,,0.935121,0.880144,0.880522,0.650964,361068,446965,same_controller,same_controller_component_anchor,1,1,0,1,0,0,review_notes_component_anchor_keyword
market_item.xlsx|茶马古道|seller_raw:/shop/432473||market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.891759,0.813045,0.907146,0.555603,/shop/432473,/shop/461222,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/418181||market_item.xlsx|茶马古道|seller_raw:/shop/7275,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.927829,0.873785,0.859938,0.692959,/shop/418181,/shop/7275,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:346677||market_item.xlsx|中文暗网交易市场|seller_raw:560066,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.921816,0.761515,0.834595,0.412138,346677,560066,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:206750||market_item.xlsx|中文暗网交易市场|seller_raw:604165,zh_target_strict,zh,test,comp_00020,negative,semantic_only,1,1,,,,,,0.933707,0.847963,0.824169,0.416812,206750,604165,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:489129||market_item.xlsx|中文暗网交易市场|seller_raw:99610,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.893917,0.85309,0.819975,0.387303,489129,99610,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:490054||market_item.xlsx|中文暗网交易市场|seller_raw:565793,zh_target_strict,zh,test,comp_00077,positive,semantic_only,1,1,,,,,,0.950302,0.902339,0.931794,0.390385,490054,565793,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:511033,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.877773,0.781496,0.82272,0.702608,459538,511033,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/399387||market_item.xlsx|茶马古道|seller_raw:/shop/419463,zh_target_strict,zh,test,comp_00147,negative,semantic_structural,1,1,,,,,,0.916133,0.857443,0.886076,0.627829,/shop/399387,/shop/419463,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/410615||market_item.xlsx|茶马古道|seller_raw:/shop/452221,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.944292,0.9069,0.936946,0.729759,/shop/410615,/shop/452221,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/427282||market_item.xlsx|茶马古道|seller_raw:/shop/457737,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.94526,0.864416,0.946816,0.566368,/shop/427282,/shop/457737,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/437369||market_item.xlsx|茶马古道|seller_raw:/shop/448464,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.93746,0.894835,0.802924,0.381859,/shop/437369,/shop/448464,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:319180||market_item.xlsx|茶马古道|seller_raw:/shop/415595,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.91495,0.865329,0.880819,0.344814,319180,/shop/415595,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:565149,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.886368,0.797685,0.872482,0.697608,459538,565149,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/411658||market_item.xlsx|茶马古道|seller_raw:/shop/463206,zh_target_strict,zh,test,comp_00162,negative,semantic_only,1,1,,,,,,0.930633,0.86879,0.862608,0.396181,/shop/411658,/shop/463206,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:31478||market_item.xlsx|茶马古道|seller_raw:/shop/464480,zh_target_strict,zh,valid,comp_00035,negative,semantic_only,1,1,,,,,,0.899631,0.813749,0.844181,0.35431,31478,/shop/464480,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:483075||market_item.xlsx|茶马古道|seller_raw:/shop/397407,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.918232,0.858014,0.934874,0.282737,483075,/shop/397407,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:51690||market_item.xlsx|中文暗网交易市场|seller_raw:99610,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.909087,0.782128,0.750063,0.361895,51690,99610,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:31478||market_item.xlsx|中文暗网交易市场|seller_raw:546208,zh_target_strict,zh,valid,comp_00035,negative,semantic_only,1,1,,,,,,0.895967,0.81601,0.804721,0.352966,31478,546208,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:44207||market_item.xlsx|中文暗网交易市场|seller_raw:8288,zh_target_strict,zh,valid,comp_00021,negative,semantic_structural,1,1,,,,,,0.878619,0.75695,0.641066,0.700305,44207,8288,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/426271||market_item.xlsx|茶马古道|seller_raw:/shop/452669,zh_target_strict,zh,test,comp_00187,negative,semantic_only,1,1,,,,,,0.900805,0.812449,0.911094,0.362676,/shop/426271,/shop/452669,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:319180||market_item.xlsx|茶马古道|seller_raw:/shop/422565,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.916841,0.89199,0.887615,0.2523,319180,/shop/422565,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:47411||market_item.xlsx|中文暗网交易市场|seller_raw:60931,zh_target_strict,zh,train,comp_00074,negative,semantic_structural,1,1,,,,,,0.885442,0.780673,0.768982,0.574594,47411,60931,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:459528||market_item.xlsx|茶马古道|seller_raw:/shop/447291,zh_target_strict,zh,test,comp_00068,positive,semantic_only,1,1,,,,,,0.915197,0.877059,0.953178,0.352287,459528,/shop/447291,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:63870||market_item.xlsx|中文暗网交易市场|seller_raw:65870,zh_target_strict,zh,test,comp_00126,negative,semantic_only,1,1,,,,,,0.91276,0.840726,0.853859,0.325313,63870,65870,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|中文暗网交易市场|seller_raw:517171||market_item.xlsx|茶马古道|seller_raw:/shop/423578,zh_target_strict,zh,valid,comp_00090,positive,semantic_only,1,1,,,,,,0.91734,0.880313,0.939322,0.355148,517171,/shop/423578,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:459528||market_item.xlsx|茶马古道|seller_raw:/shop/6982,zh_target_strict,zh,test,comp_00068,negative,text_clone_primary,1,1,,,,,,0.875439,0.808159,0.795071,0.218009,459528,/shop/6982,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_title_clone|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:531087,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.889147,0.776196,0.88428,0.697608,459538,531087,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:28521||market_item.xlsx|中文暗网交易市场|seller_raw:35777,zh_target_strict,zh,train,comp_00029,negative,semantic_only,1,1,,,,,,0.935001,0.893384,0.896254,0.333438,28521,35777,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|中文暗网交易市场|seller_raw:526920||market_item.xlsx|中文暗网交易市场|seller_raw:67272,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.909571,0.834261,0.853783,0.540449,526920,67272,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:205403||market_item.xlsx|中文暗网交易市场|seller_raw:517245,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.913154,0.844501,0.867288,0.354152,205403,517245,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/405939||market_item.xlsx|茶马古道|seller_raw:/shop/430878,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.919401,0.895379,0.895971,0.729373,/shop/405939,/shop/430878,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:562478||market_item.xlsx|茶马古道|seller_raw:/shop/6982,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.890616,0.820003,0.825547,0.195998,562478,/shop/6982,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:577008||market_item.xlsx|中文暗网交易市场|seller_raw:605316,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.938062,0.909494,0.90812,0.588827,577008,605316,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:80160||market_item.xlsx|茶马古道|seller_raw:/shop/6242,zh_target_strict,zh,train,comp_00131,negative,text_clone_primary,1,1,,,,,,0.907412,0.832287,0.861136,0.193035,80160,/shop/6242,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_title_clone|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|中文暗网交易市场|seller_raw:23080||market_item.xlsx|中文暗网交易市场|seller_raw:47690,zh_target_strict,zh,valid,comp_00021,negative,semantic_only,1,1,,,,,,0.898909,0.821035,0.831896,0.304526,23080,47690,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|中文暗网交易市场|seller_raw:576252||market_item.xlsx|茶马古道|seller_raw:/shop/433651,zh_target_strict,zh,train,comp_00001,negative,text_clone_primary,1,1,,,,,,0.898931,0.847132,0.876566,0.151634,576252,/shop/433651,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_title_clone|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|茶马古道|seller_raw:/shop/422845||market_item.xlsx|茶马古道|seller_raw:/shop/438232,zh_target_strict,zh,test,comp_00181,negative,semantic_only,1,1,,,,,,0.919178,0.859904,0.868398,0.334597,/shop/422845,/shop/438232,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|茶马古道|seller_raw:/shop/426822||market_item.xlsx|茶马古道|seller_raw:/shop/428039,zh_target_strict,zh,test,comp_00149,negative,semantic_only,1,1,,,,,,0.925843,0.86032,0.869946,0.305268,/shop/426822,/shop/428039,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|中文暗网交易市场|seller_raw:448801||market_item.xlsx|茶马古道|seller_raw:/shop/393726,zh_target_strict,zh,valid,comp_00067,positive,semantic_only,1,1,,,,,,0.931593,0.933509,0.928525,0.29817,448801,/shop/393726,same_controller,same_controller_style_structural_soft,1,1,0,0,1,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/443540||market_item.xlsx|茶马古道|seller_raw:/shop/447041,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.930975,0.864337,0.885098,0.737484,/shop/443540,/shop/447041,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:337011||market_item.xlsx|茶马古道|seller_raw:/shop/407480,zh_target_strict,zh,train,comp_00039,negative,semantic_only,1,1,,,,,,0.884169,0.787531,0.874858,0.303246,337011,/shop/407480,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|茶马古道|seller_raw:/shop/408872||market_item.xlsx|茶马古道|seller_raw:/shop/439508,zh_target_strict,zh,test,comp_00160,negative,semantic_structural,1,1,,,,,,0.921876,0.797316,0.897118,0.664014,/shop/408872,/shop/439508,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/415371||market_item.xlsx|茶马古道|seller_raw:/shop/424676,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.934575,0.926153,0.963353,0.747896,/shop/415371,/shop/424676,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:47248||market_item.xlsx|茶马古道|seller_raw:/shop/413530,zh_target_strict,zh,train,comp_00073,negative,semantic_only,1,1,,,,,,0.859301,0.774693,0.821797,0.290832,47248,/shop/413530,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|中文暗网交易市场|seller_raw:504138||market_item.xlsx|茶马古道|seller_raw:/shop/265,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.896494,0.859925,0.86967,0.296132,504138,/shop/265,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|中文暗网交易市场|seller_raw:54884||market_item.xlsx|茶马古道|seller_raw:/shop/434742,zh_target_strict,zh,test,comp_00100,negative,semantic_only,1,1,,,,,,0.913784,0.82009,0.914992,0.267672,54884,/shop/434742,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|中文暗网交易市场|seller_raw:54503||market_item.xlsx|茶马古道|seller_raw:/shop/397874,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.895725,0.816674,0.858722,0.291125,54503,/shop/397874,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|茶马古道|seller_raw:/shop/429697||market_item.xlsx|茶马古道|seller_raw:/shop/448451,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.96541,0.923343,0.959627,0.740852,/shop/429697,/shop/448451,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
