pair_uid,seller_uid_left,seller_uid_right,review_label,split_name,split_component_id,synthetic_class,synthetic_train_only,benchmark_eligible,usable_for_supervision,usable_for_core_transfer,training_sample_weight
synthetic://step22/v1/positive/p00330/left||synthetic://step22/v1/positive/p00330/right,synthetic://step22/v1/positive/p00330/left,synthetic://step22/v1/positive/p00330/right,positive,train,step22_unlabeled_seller_02270775e69af6c5a0ea,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00331/left||synthetic://step22/v1/positive/p00331/right,synthetic://step22/v1/positive/p00331/left,synthetic://step22/v1/positive/p00331/right,positive,train,step22_unlabeled_seller_00bca6fc739e4baf157c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00332/left||synthetic://step22/v1/positive/p00332/right,synthetic://step22/v1/positive/p00332/left,synthetic://step22/v1/positive/p00332/right,positive,train,step22_unlabeled_seller_25f1c0f598b312fed7ad,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00333/left||synthetic://step22/v1/positive/p00333/right,synthetic://step22/v1/positive/p00333/left,synthetic://step22/v1/positive/p00333/right,positive,train,step22_unlabeled_seller_749bd48f68e537be5484,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00334/left||synthetic://step22/v1/positive/p00334/right,synthetic://step22/v1/positive/p00334/left,synthetic://step22/v1/positive/p00334/right,positive,train,step22_unlabeled_seller_50fa5fd43d21d3fe3408,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00335/left||synthetic://step22/v1/positive/p00335/right,synthetic://step22/v1/positive/p00335/left,synthetic://step22/v1/positive/p00335/right,positive,train,step22_unlabeled_seller_7beaa09696fda6da57fe,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00336/left||synthetic://step22/v1/positive/p00336/right,synthetic://step22/v1/positive/p00336/left,synthetic://step22/v1/positive/p00336/right,positive,train,zh_target_strict_cc_391d1c0721270534,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00337/left||synthetic://step22/v1/positive/p00337/right,synthetic://step22/v1/positive/p00337/left,synthetic://step22/v1/positive/p00337/right,positive,train,step22_unlabeled_seller_1d31a748ebe831c99a28,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00338/left||synthetic://step22/v1/positive/p00338/right,synthetic://step22/v1/positive/p00338/left,synthetic://step22/v1/positive/p00338/right,positive,train,step22_unlabeled_seller_6da539dc008ec4370418,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00339/left||synthetic://step22/v1/positive/p00339/right,synthetic://step22/v1/positive/p00339/left,synthetic://step22/v1/positive/p00339/right,positive,train,step22_unlabeled_seller_4e28b5499a76f71a2511,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00340/left||synthetic://step22/v1/positive/p00340/right,synthetic://step22/v1/positive/p00340/left,synthetic://step22/v1/positive/p00340/right,positive,train,step22_unlabeled_seller_212cce9b70db2ea9af92,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00341/left||synthetic://step22/v1/positive/p00341/right,synthetic://step22/v1/positive/p00341/left,synthetic://step22/v1/positive/p00341/right,positive,train,step22_unlabeled_seller_be6f23ad3f60cbfc0ac4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00342/left||synthetic://step22/v1/positive/p00342/right,synthetic://step22/v1/positive/p00342/left,synthetic://step22/v1/positive/p00342/right,positive,train,zh_target_strict_cc_3557f84f9cafa0ec,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00343/left||synthetic://step22/v1/positive/p00343/right,synthetic://step22/v1/positive/p00343/left,synthetic://step22/v1/positive/p00343/right,positive,train,step22_unlabeled_seller_ad1a8f2ed5787d456d63,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00344/left||synthetic://step22/v1/positive/p00344/right,synthetic://step22/v1/positive/p00344/left,synthetic://step22/v1/positive/p00344/right,positive,train,step22_unlabeled_seller_f663e9ad87b50d329259,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00345/left||synthetic://step22/v1/positive/p00345/right,synthetic://step22/v1/positive/p00345/left,synthetic://step22/v1/positive/p00345/right,positive,train,step22_unlabeled_seller_39c2ee5c8aac2ab24291,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00346/left||synthetic://step22/v1/positive/p00346/right,synthetic://step22/v1/positive/p00346/left,synthetic://step22/v1/positive/p00346/right,positive,train,step22_unlabeled_seller_e3aabb249afdf7a31a42,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00347/left||synthetic://step22/v1/positive/p00347/right,synthetic://step22/v1/positive/p00347/left,synthetic://step22/v1/positive/p00347/right,positive,train,zh_target_strict_cc_d21d5c577bf0cfc7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00348/left||synthetic://step22/v1/positive/p00348/right,synthetic://step22/v1/positive/p00348/left,synthetic://step22/v1/positive/p00348/right,positive,train,step22_unlabeled_seller_f410c319f00228382b16,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00349/left||synthetic://step22/v1/positive/p00349/right,synthetic://step22/v1/positive/p00349/left,synthetic://step22/v1/positive/p00349/right,positive,train,zh_target_strict_cc_bda6d94a4056b6e4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00350/left||synthetic://step22/v1/positive/p00350/right,synthetic://step22/v1/positive/p00350/left,synthetic://step22/v1/positive/p00350/right,positive,train,step22_unlabeled_seller_5448e862f35a689c2663,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00351/left||synthetic://step22/v1/positive/p00351/right,synthetic://step22/v1/positive/p00351/left,synthetic://step22/v1/positive/p00351/right,positive,train,step22_unlabeled_seller_5858c3f9f3a21fa1729d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00352/left||synthetic://step22/v1/positive/p00352/right,synthetic://step22/v1/positive/p00352/left,synthetic://step22/v1/positive/p00352/right,positive,train,step22_unlabeled_seller_0bb009ff5057e4af90d7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00353/left||synthetic://step22/v1/positive/p00353/right,synthetic://step22/v1/positive/p00353/left,synthetic://step22/v1/positive/p00353/right,positive,train,step22_unlabeled_seller_13e047f809e5ba6b67d1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00354/left||synthetic://step22/v1/positive/p00354/right,synthetic://step22/v1/positive/p00354/left,synthetic://step22/v1/positive/p00354/right,positive,train,step22_unlabeled_seller_7231f0cb738c9ef21104,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00355/left||synthetic://step22/v1/positive/p00355/right,synthetic://step22/v1/positive/p00355/left,synthetic://step22/v1/positive/p00355/right,positive,train,zh_target_strict_cc_f90ae29225a92855,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00356/left||synthetic://step22/v1/positive/p00356/right,synthetic://step22/v1/positive/p00356/left,synthetic://step22/v1/positive/p00356/right,positive,train,step22_unlabeled_seller_e05cd852683e214061b4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00357/left||synthetic://step22/v1/positive/p00357/right,synthetic://step22/v1/positive/p00357/left,synthetic://step22/v1/positive/p00357/right,positive,train,step22_unlabeled_seller_b914b8a0c5923300f9ee,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00358/left||synthetic://step22/v1/positive/p00358/right,synthetic://step22/v1/positive/p00358/left,synthetic://step22/v1/positive/p00358/right,positive,train,zh_target_strict_cc_8d579273f8d400c6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00359/left||synthetic://step22/v1/positive/p00359/right,synthetic://step22/v1/positive/p00359/left,synthetic://step22/v1/positive/p00359/right,positive,train,step22_unlabeled_seller_a55487a3e100b7134523,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00360/left||synthetic://step22/v1/positive/p00360/right,synthetic://step22/v1/positive/p00360/left,synthetic://step22/v1/positive/p00360/right,positive,train,step22_unlabeled_seller_016bd40785162bac8154,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00361/left||synthetic://step22/v1/positive/p00361/right,synthetic://step22/v1/positive/p00361/left,synthetic://step22/v1/positive/p00361/right,positive,train,step22_unlabeled_seller_f0e35ddadff403be2501,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00362/left||synthetic://step22/v1/positive/p00362/right,synthetic://step22/v1/positive/p00362/left,synthetic://step22/v1/positive/p00362/right,positive,train,step22_unlabeled_seller_52a1eb6d086d43d37fa7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00363/left||synthetic://step22/v1/positive/p00363/right,synthetic://step22/v1/positive/p00363/left,synthetic://step22/v1/positive/p00363/right,positive,train,step22_unlabeled_seller_673e97443d02a196d880,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00364/left||synthetic://step22/v1/positive/p00364/right,synthetic://step22/v1/positive/p00364/left,synthetic://step22/v1/positive/p00364/right,positive,train,step22_unlabeled_seller_51ca002e006293abb74b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00365/left||synthetic://step22/v1/positive/p00365/right,synthetic://step22/v1/positive/p00365/left,synthetic://step22/v1/positive/p00365/right,positive,train,step22_unlabeled_seller_264c90020c61e0c16f3a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00366/left||synthetic://step22/v1/positive/p00366/right,synthetic://step22/v1/positive/p00366/left,synthetic://step22/v1/positive/p00366/right,positive,train,step22_unlabeled_seller_c828a2b94ebb1d457bab,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00367/left||synthetic://step22/v1/positive/p00367/right,synthetic://step22/v1/positive/p00367/left,synthetic://step22/v1/positive/p00367/right,positive,train,step22_unlabeled_seller_0faefb30912f48206975,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00368/left||synthetic://step22/v1/positive/p00368/right,synthetic://step22/v1/positive/p00368/left,synthetic://step22/v1/positive/p00368/right,positive,train,step22_unlabeled_seller_1e1a4916003e976dee65,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00369/left||synthetic://step22/v1/positive/p00369/right,synthetic://step22/v1/positive/p00369/left,synthetic://step22/v1/positive/p00369/right,positive,train,step22_unlabeled_seller_7e2aa3ffda786ea2d4f0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00370/left||synthetic://step22/v1/positive/p00370/right,synthetic://step22/v1/positive/p00370/left,synthetic://step22/v1/positive/p00370/right,positive,train,step22_unlabeled_seller_2ced66652813ff034dc6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00371/left||synthetic://step22/v1/positive/p00371/right,synthetic://step22/v1/positive/p00371/left,synthetic://step22/v1/positive/p00371/right,positive,train,zh_target_strict_cc_a0470d4df17304ad,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00372/left||synthetic://step22/v1/positive/p00372/right,synthetic://step22/v1/positive/p00372/left,synthetic://step22/v1/positive/p00372/right,positive,train,step22_unlabeled_seller_9135b35c49ce60cfad1f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00373/left||synthetic://step22/v1/positive/p00373/right,synthetic://step22/v1/positive/p00373/left,synthetic://step22/v1/positive/p00373/right,positive,train,step22_unlabeled_seller_c6712dff2ab492fffa85,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00374/left||synthetic://step22/v1/positive/p00374/right,synthetic://step22/v1/positive/p00374/left,synthetic://step22/v1/positive/p00374/right,positive,train,step22_unlabeled_seller_4cf549fcc55d90e3751e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00375/left||synthetic://step22/v1/positive/p00375/right,synthetic://step22/v1/positive/p00375/left,synthetic://step22/v1/positive/p00375/right,positive,train,step22_unlabeled_seller_ac207bb93936e9e740fd,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00376/left||synthetic://step22/v1/positive/p00376/right,synthetic://step22/v1/positive/p00376/left,synthetic://step22/v1/positive/p00376/right,positive,train,step22_unlabeled_seller_94b68e73fcf18717e9f4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00377/left||synthetic://step22/v1/positive/p00377/right,synthetic://step22/v1/positive/p00377/left,synthetic://step22/v1/positive/p00377/right,positive,train,step22_unlabeled_seller_3a1ad3fbe2ca6a7a2cf2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00378/left||synthetic://step22/v1/positive/p00378/right,synthetic://step22/v1/positive/p00378/left,synthetic://step22/v1/positive/p00378/right,positive,train,step22_unlabeled_seller_24a2a25bd834b18787a7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00379/left||synthetic://step22/v1/positive/p00379/right,synthetic://step22/v1/positive/p00379/left,synthetic://step22/v1/positive/p00379/right,positive,train,step22_unlabeled_seller_308ea1c28e9c3cf188ec,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00380/left||synthetic://step22/v1/positive/p00380/right,synthetic://step22/v1/positive/p00380/left,synthetic://step22/v1/positive/p00380/right,positive,train,step22_unlabeled_seller_88d1ad73eb06e67f4ac6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00381/left||synthetic://step22/v1/positive/p00381/right,synthetic://step22/v1/positive/p00381/left,synthetic://step22/v1/positive/p00381/right,positive,train,step22_unlabeled_seller_6c2a0384dff6096a44d8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00382/left||synthetic://step22/v1/positive/p00382/right,synthetic://step22/v1/positive/p00382/left,synthetic://step22/v1/positive/p00382/right,positive,train,step22_unlabeled_seller_dd8e95338ceae08a579d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00383/left||synthetic://step22/v1/positive/p00383/right,synthetic://step22/v1/positive/p00383/left,synthetic://step22/v1/positive/p00383/right,positive,train,step22_unlabeled_seller_a9c8b1f977350e8c8951,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00384/left||synthetic://step22/v1/positive/p00384/right,synthetic://step22/v1/positive/p00384/left,synthetic://step22/v1/positive/p00384/right,positive,train,step22_unlabeled_seller_6da5e660477f8020218a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00385/left||synthetic://step22/v1/positive/p00385/right,synthetic://step22/v1/positive/p00385/left,synthetic://step22/v1/positive/p00385/right,positive,train,step22_unlabeled_seller_1ed04f7d065913f49364,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00386/left||synthetic://step22/v1/positive/p00386/right,synthetic://step22/v1/positive/p00386/left,synthetic://step22/v1/positive/p00386/right,positive,train,step22_unlabeled_seller_986b2c1cb2b26a97fa98,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00387/left||synthetic://step22/v1/positive/p00387/right,synthetic://step22/v1/positive/p00387/left,synthetic://step22/v1/positive/p00387/right,positive,train,step22_unlabeled_seller_6c0fef170f14a6b57998,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00388/left||synthetic://step22/v1/positive/p00388/right,synthetic://step22/v1/positive/p00388/left,synthetic://step22/v1/positive/p00388/right,positive,train,step22_unlabeled_seller_5c9c984b77e2ba0ff1f0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00389/left||synthetic://step22/v1/positive/p00389/right,synthetic://step22/v1/positive/p00389/left,synthetic://step22/v1/positive/p00389/right,positive,train,step22_unlabeled_seller_d0649631f8c306ee9de4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00390/left||synthetic://step22/v1/positive/p00390/right,synthetic://step22/v1/positive/p00390/left,synthetic://step22/v1/positive/p00390/right,positive,train,step22_unlabeled_seller_c079d199080519e798d0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00391/left||synthetic://step22/v1/positive/p00391/right,synthetic://step22/v1/positive/p00391/left,synthetic://step22/v1/positive/p00391/right,positive,train,step22_unlabeled_seller_1703adc775b9d593f23f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00392/left||synthetic://step22/v1/positive/p00392/right,synthetic://step22/v1/positive/p00392/left,synthetic://step22/v1/positive/p00392/right,positive,train,zh_target_strict_cc_d21d5c577bf0cfc7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00393/left||synthetic://step22/v1/positive/p00393/right,synthetic://step22/v1/positive/p00393/left,synthetic://step22/v1/positive/p00393/right,positive,train,step22_unlabeled_seller_6d26246c3da6798629f7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00394/left||synthetic://step22/v1/positive/p00394/right,synthetic://step22/v1/positive/p00394/left,synthetic://step22/v1/positive/p00394/right,positive,train,step22_unlabeled_seller_9a95f6baca8cb361adbe,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00395/left||synthetic://step22/v1/positive/p00395/right,synthetic://step22/v1/positive/p00395/left,synthetic://step22/v1/positive/p00395/right,positive,train,step22_unlabeled_seller_7a84928530855880bbbe,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00396/left||synthetic://step22/v1/positive/p00396/right,synthetic://step22/v1/positive/p00396/left,synthetic://step22/v1/positive/p00396/right,positive,train,step22_unlabeled_seller_e83695f820590f3ad84c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00397/left||synthetic://step22/v1/positive/p00397/right,synthetic://step22/v1/positive/p00397/left,synthetic://step22/v1/positive/p00397/right,positive,train,step22_unlabeled_seller_0be1f5017f0c4e665902,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00398/left||synthetic://step22/v1/positive/p00398/right,synthetic://step22/v1/positive/p00398/left,synthetic://step22/v1/positive/p00398/right,positive,train,step22_unlabeled_seller_7bf565dfabfe6a19e82c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00399/left||synthetic://step22/v1/positive/p00399/right,synthetic://step22/v1/positive/p00399/left,synthetic://step22/v1/positive/p00399/right,positive,train,zh_target_strict_cc_ccff1905755794ed,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00400/left||synthetic://step22/v1/positive/p00400/right,synthetic://step22/v1/positive/p00400/left,synthetic://step22/v1/positive/p00400/right,positive,train,step22_unlabeled_seller_a02fa3898463526ef6cb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00401/left||synthetic://step22/v1/positive/p00401/right,synthetic://step22/v1/positive/p00401/left,synthetic://step22/v1/positive/p00401/right,positive,train,step22_unlabeled_seller_ece72567cb88e20fd35b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00402/left||synthetic://step22/v1/positive/p00402/right,synthetic://step22/v1/positive/p00402/left,synthetic://step22/v1/positive/p00402/right,positive,train,step22_unlabeled_seller_208da2969f80d9834e46,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00403/left||synthetic://step22/v1/positive/p00403/right,synthetic://step22/v1/positive/p00403/left,synthetic://step22/v1/positive/p00403/right,positive,train,step22_unlabeled_seller_9610ec80e497abc628cc,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00404/left||synthetic://step22/v1/positive/p00404/right,synthetic://step22/v1/positive/p00404/left,synthetic://step22/v1/positive/p00404/right,positive,train,step22_unlabeled_seller_ee6f85fd73edfd06fb03,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00405/left||synthetic://step22/v1/positive/p00405/right,synthetic://step22/v1/positive/p00405/left,synthetic://step22/v1/positive/p00405/right,positive,train,step22_unlabeled_seller_b8973378955662b1746a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00406/left||synthetic://step22/v1/positive/p00406/right,synthetic://step22/v1/positive/p00406/left,synthetic://step22/v1/positive/p00406/right,positive,train,step22_unlabeled_seller_2f1307425def08773048,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00407/left||synthetic://step22/v1/positive/p00407/right,synthetic://step22/v1/positive/p00407/left,synthetic://step22/v1/positive/p00407/right,positive,train,step22_unlabeled_seller_b3afe3575ebf3ed13ac0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00408/left||synthetic://step22/v1/positive/p00408/right,synthetic://step22/v1/positive/p00408/left,synthetic://step22/v1/positive/p00408/right,positive,train,step22_unlabeled_seller_4b424d248e1b4b6e82a3,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00409/left||synthetic://step22/v1/positive/p00409/right,synthetic://step22/v1/positive/p00409/left,synthetic://step22/v1/positive/p00409/right,positive,train,zh_target_strict_cc_f1ea2393a16a8e9c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00410/left||synthetic://step22/v1/positive/p00410/right,synthetic://step22/v1/positive/p00410/left,synthetic://step22/v1/positive/p00410/right,positive,train,zh_target_strict_cc_f7f70f2184be4bbd,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00411/left||synthetic://step22/v1/positive/p00411/right,synthetic://step22/v1/positive/p00411/left,synthetic://step22/v1/positive/p00411/right,positive,train,step22_unlabeled_seller_788c81c931259324cbea,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00412/left||synthetic://step22/v1/positive/p00412/right,synthetic://step22/v1/positive/p00412/left,synthetic://step22/v1/positive/p00412/right,positive,train,zh_target_strict_cc_6c892e776bb10ae4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00413/left||synthetic://step22/v1/positive/p00413/right,synthetic://step22/v1/positive/p00413/left,synthetic://step22/v1/positive/p00413/right,positive,train,zh_target_strict_cc_ca3af113ac817cad,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00414/left||synthetic://step22/v1/positive/p00414/right,synthetic://step22/v1/positive/p00414/left,synthetic://step22/v1/positive/p00414/right,positive,train,step22_unlabeled_seller_1f611fe443c1199d5fb8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00415/left||synthetic://step22/v1/positive/p00415/right,synthetic://step22/v1/positive/p00415/left,synthetic://step22/v1/positive/p00415/right,positive,train,step22_unlabeled_seller_214ac0ec7067d2794cb5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00416/left||synthetic://step22/v1/positive/p00416/right,synthetic://step22/v1/positive/p00416/left,synthetic://step22/v1/positive/p00416/right,positive,train,step22_unlabeled_seller_fdd230115921c06d609d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00417/left||synthetic://step22/v1/positive/p00417/right,synthetic://step22/v1/positive/p00417/left,synthetic://step22/v1/positive/p00417/right,positive,train,step22_unlabeled_seller_c3f292bd05c3b13912e2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00418/left||synthetic://step22/v1/positive/p00418/right,synthetic://step22/v1/positive/p00418/left,synthetic://step22/v1/positive/p00418/right,positive,train,step22_unlabeled_seller_6bd9f5694495042b1a34,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00419/left||synthetic://step22/v1/positive/p00419/right,synthetic://step22/v1/positive/p00419/left,synthetic://step22/v1/positive/p00419/right,positive,train,step22_unlabeled_seller_712c9eb5ccffb8d25182,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00420/left||synthetic://step22/v1/positive/p00420/right,synthetic://step22/v1/positive/p00420/left,synthetic://step22/v1/positive/p00420/right,positive,train,step22_unlabeled_seller_174ed5bf22f24d3dbe73,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00421/left||synthetic://step22/v1/positive/p00421/right,synthetic://step22/v1/positive/p00421/left,synthetic://step22/v1/positive/p00421/right,positive,train,step22_unlabeled_seller_eacfa55d5806aa9e782c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00422/left||synthetic://step22/v1/positive/p00422/right,synthetic://step22/v1/positive/p00422/left,synthetic://step22/v1/positive/p00422/right,positive,train,step22_unlabeled_seller_52095d3ce38f519a1fed,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00423/left||synthetic://step22/v1/positive/p00423/right,synthetic://step22/v1/positive/p00423/left,synthetic://step22/v1/positive/p00423/right,positive,train,zh_target_strict_cc_8d579273f8d400c6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00424/left||synthetic://step22/v1/positive/p00424/right,synthetic://step22/v1/positive/p00424/left,synthetic://step22/v1/positive/p00424/right,positive,train,step22_unlabeled_seller_32d0b097f36b16aca264,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00425/left||synthetic://step22/v1/positive/p00425/right,synthetic://step22/v1/positive/p00425/left,synthetic://step22/v1/positive/p00425/right,positive,train,step22_unlabeled_seller_9ef44e5cdb5c4e7fac43,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00426/left||synthetic://step22/v1/positive/p00426/right,synthetic://step22/v1/positive/p00426/left,synthetic://step22/v1/positive/p00426/right,positive,train,step22_unlabeled_seller_9123e7eda0985b630616,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00427/left||synthetic://step22/v1/positive/p00427/right,synthetic://step22/v1/positive/p00427/left,synthetic://step22/v1/positive/p00427/right,positive,train,zh_target_strict_cc_5e47151b4b14f7ff,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00428/left||synthetic://step22/v1/positive/p00428/right,synthetic://step22/v1/positive/p00428/left,synthetic://step22/v1/positive/p00428/right,positive,train,zh_target_strict_cc_a075d160d8e9bceb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00429/left||synthetic://step22/v1/positive/p00429/right,synthetic://step22/v1/positive/p00429/left,synthetic://step22/v1/positive/p00429/right,positive,train,zh_target_strict_cc_a9ca9c9cfd7003e9,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00430/left||synthetic://step22/v1/positive/p00430/right,synthetic://step22/v1/positive/p00430/left,synthetic://step22/v1/positive/p00430/right,positive,train,step22_unlabeled_seller_d422c80fa656f4362f5e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00431/left||synthetic://step22/v1/positive/p00431/right,synthetic://step22/v1/positive/p00431/left,synthetic://step22/v1/positive/p00431/right,positive,train,step22_unlabeled_seller_b1850db994081bb4237e,same_seller_split_positive,1,0,1,0,1.000000000000
