synthetic_pair_uid,synthetic_class,source_parent_seller_uid_left,source_parent_seller_uid_right,source_parent_pair_uid,parent_component_id,parent_evidence_type,independent_source_unit,real_cross_account_sockpuppet_relation,synthetic_train_only,benchmark_eligible,left_item_count,right_item_count
synthetic://step22/v1/positive/p00323/left||synthetic://step22/v1/positive/p00323/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/450368,market_item.xlsx|茶马古道|seller_raw:/shop/450368,,zh_target_strict_cc_f8a04f9eb50a8430,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/450368,0,1,0,6,9
synthetic://step22/v1/positive/p00324/left||synthetic://step22/v1/positive/p00324/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:588535,market_item.xlsx|中文暗网交易市场|seller_raw:588535,,step22_unlabeled_seller_f38cda3d591c30effeb6,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:588535,0,1,0,4,4
synthetic://step22/v1/positive/p00325/left||synthetic://step22/v1/positive/p00325/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/8057,market_item.xlsx|茶马古道|seller_raw:/shop/8057,,zh_target_strict_cc_7c4e8e17f0966814,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/8057,0,1,0,6,6
synthetic://step22/v1/positive/p00326/left||synthetic://step22/v1/positive/p00326/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/458140,market_item.xlsx|茶马古道|seller_raw:/shop/458140,,step22_unlabeled_seller_fe6804014c5270e36756,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/458140,0,1,0,3,5
synthetic://step22/v1/positive/p00327/left||synthetic://step22/v1/positive/p00327/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:14422,market_item.xlsx|中文暗网交易市场|seller_raw:14422,,step22_unlabeled_seller_6642770a30c64d9ce194,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:14422,0,1,0,3,3
synthetic://step22/v1/positive/p00328/left||synthetic://step22/v1/positive/p00328/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/401697,market_item.xlsx|茶马古道|seller_raw:/shop/401697,,step22_unlabeled_seller_d6225a183ef8dc02dc58,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/401697,0,1,0,6,5
synthetic://step22/v1/positive/p00329/left||synthetic://step22/v1/positive/p00329/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/459860,market_item.xlsx|茶马古道|seller_raw:/shop/459860,,step22_unlabeled_seller_bac71c2c803bd4ee123a,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/459860,0,1,0,6,6
synthetic://step22/v1/positive/p00330/left||synthetic://step22/v1/positive/p00330/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:10879,market_item.xlsx|中文暗网交易市场|seller_raw:10879,,step22_unlabeled_seller_02270775e69af6c5a0ea,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:10879,0,1,0,3,4
synthetic://step22/v1/positive/p00331/left||synthetic://step22/v1/positive/p00331/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/435742,market_item.xlsx|茶马古道|seller_raw:/shop/435742,,step22_unlabeled_seller_00bca6fc739e4baf157c,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/435742,0,1,0,4,3
synthetic://step22/v1/positive/p00332/left||synthetic://step22/v1/positive/p00332/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/431583,market_item.xlsx|茶马古道|seller_raw:/shop/431583,,step22_unlabeled_seller_25f1c0f598b312fed7ad,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/431583,0,1,0,3,4
synthetic://step22/v1/positive/p00333/left||synthetic://step22/v1/positive/p00333/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:50747,market_item.xlsx|中文暗网交易市场|seller_raw:50747,,step22_unlabeled_seller_749bd48f68e537be5484,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:50747,0,1,0,3,4
synthetic://step22/v1/positive/p00334/left||synthetic://step22/v1/positive/p00334/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:399920,market_item.xlsx|中文暗网交易市场|seller_raw:399920,,step22_unlabeled_seller_50fa5fd43d21d3fe3408,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:399920,0,1,0,6,6
synthetic://step22/v1/positive/p00335/left||synthetic://step22/v1/positive/p00335/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:159076,market_item.xlsx|中文暗网交易市场|seller_raw:159076,,step22_unlabeled_seller_7beaa09696fda6da57fe,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:159076,0,1,0,6,4
synthetic://step22/v1/positive/p00336/left||synthetic://step22/v1/positive/p00336/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:45235,market_item.xlsx|中文暗网交易市场|seller_raw:45235,,zh_target_strict_cc_391d1c0721270534,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:45235,0,1,0,7,5
synthetic://step22/v1/positive/p00337/left||synthetic://step22/v1/positive/p00337/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:49474,market_item.xlsx|中文暗网交易市场|seller_raw:49474,,step22_unlabeled_seller_1d31a748ebe831c99a28,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:49474,0,1,0,3,4
synthetic://step22/v1/positive/p00338/left||synthetic://step22/v1/positive/p00338/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:22899,market_item.xlsx|中文暗网交易市场|seller_raw:22899,,step22_unlabeled_seller_6da539dc008ec4370418,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:22899,0,1,0,5,3
synthetic://step22/v1/positive/p00339/left||synthetic://step22/v1/positive/p00339/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:258121,market_item.xlsx|中文暗网交易市场|seller_raw:258121,,step22_unlabeled_seller_4e28b5499a76f71a2511,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:258121,0,1,0,7,7
synthetic://step22/v1/positive/p00340/left||synthetic://step22/v1/positive/p00340/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:539806,market_item.xlsx|中文暗网交易市场|seller_raw:539806,,step22_unlabeled_seller_212cce9b70db2ea9af92,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:539806,0,1,0,7,5
synthetic://step22/v1/positive/p00341/left||synthetic://step22/v1/positive/p00341/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:358670,market_item.xlsx|中文暗网交易市场|seller_raw:358670,,step22_unlabeled_seller_be6f23ad3f60cbfc0ac4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:358670,0,1,0,5,6
synthetic://step22/v1/positive/p00342/left||synthetic://step22/v1/positive/p00342/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/398344,market_item.xlsx|茶马古道|seller_raw:/shop/398344,,zh_target_strict_cc_3557f84f9cafa0ec,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/398344,0,1,0,6,5
synthetic://step22/v1/positive/p00343/left||synthetic://step22/v1/positive/p00343/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:555218,market_item.xlsx|中文暗网交易市场|seller_raw:555218,,step22_unlabeled_seller_ad1a8f2ed5787d456d63,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:555218,0,1,0,3,3
synthetic://step22/v1/positive/p00344/left||synthetic://step22/v1/positive/p00344/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:39128,market_item.xlsx|中文暗网交易市场|seller_raw:39128,,step22_unlabeled_seller_f663e9ad87b50d329259,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:39128,0,1,0,6,6
synthetic://step22/v1/positive/p00345/left||synthetic://step22/v1/positive/p00345/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:513414,market_item.xlsx|中文暗网交易市场|seller_raw:513414,,step22_unlabeled_seller_39c2ee5c8aac2ab24291,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:513414,0,1,0,5,4
synthetic://step22/v1/positive/p00346/left||synthetic://step22/v1/positive/p00346/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:46375,market_item.xlsx|中文暗网交易市场|seller_raw:46375,,step22_unlabeled_seller_e3aabb249afdf7a31a42,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:46375,0,1,0,5,6
synthetic://step22/v1/positive/p00347/left||synthetic://step22/v1/positive/p00347/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/396961,market_item.xlsx|茶马古道|seller_raw:/shop/396961,,zh_target_strict_cc_d21d5c577bf0cfc7,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/396961,0,1,0,7,5
synthetic://step22/v1/positive/p00348/left||synthetic://step22/v1/positive/p00348/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:444829,market_item.xlsx|中文暗网交易市场|seller_raw:444829,,step22_unlabeled_seller_f410c319f00228382b16,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:444829,0,1,0,4,5
synthetic://step22/v1/positive/p00349/left||synthetic://step22/v1/positive/p00349/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:459702,market_item.xlsx|中文暗网交易市场|seller_raw:459702,,zh_target_strict_cc_bda6d94a4056b6e4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:459702,0,1,0,6,6
synthetic://step22/v1/positive/p00350/left||synthetic://step22/v1/positive/p00350/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:560120,market_item.xlsx|中文暗网交易市场|seller_raw:560120,,step22_unlabeled_seller_5448e862f35a689c2663,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:560120,0,1,0,5,6
synthetic://step22/v1/positive/p00351/left||synthetic://step22/v1/positive/p00351/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/441847,market_item.xlsx|茶马古道|seller_raw:/shop/441847,,step22_unlabeled_seller_5858c3f9f3a21fa1729d,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/441847,0,1,0,5,6
synthetic://step22/v1/positive/p00352/left||synthetic://step22/v1/positive/p00352/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:455328,market_item.xlsx|中文暗网交易市场|seller_raw:455328,,step22_unlabeled_seller_0bb009ff5057e4af90d7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:455328,0,1,0,4,3
synthetic://step22/v1/positive/p00353/left||synthetic://step22/v1/positive/p00353/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:334733,market_item.xlsx|中文暗网交易市场|seller_raw:334733,,step22_unlabeled_seller_13e047f809e5ba6b67d1,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:334733,0,1,0,3,3
synthetic://step22/v1/positive/p00354/left||synthetic://step22/v1/positive/p00354/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:66845,market_item.xlsx|中文暗网交易市场|seller_raw:66845,,step22_unlabeled_seller_7231f0cb738c9ef21104,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:66845,0,1,0,4,3
synthetic://step22/v1/positive/p00355/left||synthetic://step22/v1/positive/p00355/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:26383,market_item.xlsx|中文暗网交易市场|seller_raw:26383,,zh_target_strict_cc_f90ae29225a92855,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:26383,0,1,0,6,6
synthetic://step22/v1/positive/p00356/left||synthetic://step22/v1/positive/p00356/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:62295,market_item.xlsx|中文暗网交易市场|seller_raw:62295,,step22_unlabeled_seller_e05cd852683e214061b4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:62295,0,1,0,5,7
synthetic://step22/v1/positive/p00357/left||synthetic://step22/v1/positive/p00357/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/451632,market_item.xlsx|茶马古道|seller_raw:/shop/451632,,step22_unlabeled_seller_b914b8a0c5923300f9ee,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/451632,0,1,0,3,3
synthetic://step22/v1/positive/p00358/left||synthetic://step22/v1/positive/p00358/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:435064,market_item.xlsx|中文暗网交易市场|seller_raw:435064,,zh_target_strict_cc_8d579273f8d400c6,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:435064,0,1,0,6,7
synthetic://step22/v1/positive/p00359/left||synthetic://step22/v1/positive/p00359/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:26316,market_item.xlsx|中文暗网交易市场|seller_raw:26316,,step22_unlabeled_seller_a55487a3e100b7134523,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:26316,0,1,0,5,7
synthetic://step22/v1/positive/p00360/left||synthetic://step22/v1/positive/p00360/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/411411,market_item.xlsx|茶马古道|seller_raw:/shop/411411,,step22_unlabeled_seller_016bd40785162bac8154,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/411411,0,1,0,4,3
synthetic://step22/v1/positive/p00361/left||synthetic://step22/v1/positive/p00361/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/447865,market_item.xlsx|茶马古道|seller_raw:/shop/447865,,step22_unlabeled_seller_f0e35ddadff403be2501,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/447865,0,1,0,4,6
synthetic://step22/v1/positive/p00362/left||synthetic://step22/v1/positive/p00362/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/398793,market_item.xlsx|茶马古道|seller_raw:/shop/398793,,step22_unlabeled_seller_52a1eb6d086d43d37fa7,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/398793,0,1,0,6,6
synthetic://step22/v1/positive/p00363/left||synthetic://step22/v1/positive/p00363/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/3766,market_item.xlsx|茶马古道|seller_raw:/shop/3766,,step22_unlabeled_seller_673e97443d02a196d880,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/3766,0,1,0,5,5
synthetic://step22/v1/positive/p00364/left||synthetic://step22/v1/positive/p00364/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:58319,market_item.xlsx|中文暗网交易市场|seller_raw:58319,,step22_unlabeled_seller_51ca002e006293abb74b,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:58319,0,1,0,5,5
synthetic://step22/v1/positive/p00365/left||synthetic://step22/v1/positive/p00365/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:81832,market_item.xlsx|中文暗网交易市场|seller_raw:81832,,step22_unlabeled_seller_264c90020c61e0c16f3a,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:81832,0,1,0,6,6
synthetic://step22/v1/positive/p00366/left||synthetic://step22/v1/positive/p00366/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:60118,market_item.xlsx|中文暗网交易市场|seller_raw:60118,,step22_unlabeled_seller_c828a2b94ebb1d457bab,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:60118,0,1,0,3,3
synthetic://step22/v1/positive/p00367/left||synthetic://step22/v1/positive/p00367/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:29871,market_item.xlsx|中文暗网交易市场|seller_raw:29871,,step22_unlabeled_seller_0faefb30912f48206975,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:29871,0,1,0,3,5
synthetic://step22/v1/positive/p00368/left||synthetic://step22/v1/positive/p00368/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:49677,market_item.xlsx|中文暗网交易市场|seller_raw:49677,,step22_unlabeled_seller_1e1a4916003e976dee65,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:49677,0,1,0,3,3
synthetic://step22/v1/positive/p00369/left||synthetic://step22/v1/positive/p00369/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/462442,market_item.xlsx|茶马古道|seller_raw:/shop/462442,,step22_unlabeled_seller_7e2aa3ffda786ea2d4f0,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/462442,0,1,0,5,8
synthetic://step22/v1/positive/p00370/left||synthetic://step22/v1/positive/p00370/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:177639,market_item.xlsx|中文暗网交易市场|seller_raw:177639,,step22_unlabeled_seller_2ced66652813ff034dc6,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:177639,0,1,0,4,3
synthetic://step22/v1/positive/p00371/left||synthetic://step22/v1/positive/p00371/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/394537,market_item.xlsx|茶马古道|seller_raw:/shop/394537,,zh_target_strict_cc_a0470d4df17304ad,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/394537,0,1,0,3,3
synthetic://step22/v1/positive/p00372/left||synthetic://step22/v1/positive/p00372/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/422561,market_item.xlsx|茶马古道|seller_raw:/shop/422561,,step22_unlabeled_seller_9135b35c49ce60cfad1f,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/422561,0,1,0,6,6
synthetic://step22/v1/positive/p00373/left||synthetic://step22/v1/positive/p00373/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:327306,market_item.xlsx|中文暗网交易市场|seller_raw:327306,,step22_unlabeled_seller_c6712dff2ab492fffa85,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:327306,0,1,0,3,3
synthetic://step22/v1/positive/p00374/left||synthetic://step22/v1/positive/p00374/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/396287,market_item.xlsx|茶马古道|seller_raw:/shop/396287,,step22_unlabeled_seller_4cf549fcc55d90e3751e,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/396287,0,1,0,3,4
synthetic://step22/v1/positive/p00375/left||synthetic://step22/v1/positive/p00375/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/394740,market_item.xlsx|茶马古道|seller_raw:/shop/394740,,step22_unlabeled_seller_ac207bb93936e9e740fd,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/394740,0,1,0,10,4
synthetic://step22/v1/positive/p00376/left||synthetic://step22/v1/positive/p00376/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:322923,market_item.xlsx|中文暗网交易市场|seller_raw:322923,,step22_unlabeled_seller_94b68e73fcf18717e9f4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:322923,0,1,0,6,6
synthetic://step22/v1/positive/p00377/left||synthetic://step22/v1/positive/p00377/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/437992,market_item.xlsx|茶马古道|seller_raw:/shop/437992,,step22_unlabeled_seller_3a1ad3fbe2ca6a7a2cf2,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/437992,0,1,0,6,6
synthetic://step22/v1/positive/p00378/left||synthetic://step22/v1/positive/p00378/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/441558,market_item.xlsx|茶马古道|seller_raw:/shop/441558,,step22_unlabeled_seller_24a2a25bd834b18787a7,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/441558,0,1,0,6,6
synthetic://step22/v1/positive/p00379/left||synthetic://step22/v1/positive/p00379/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:444828,market_item.xlsx|中文暗网交易市场|seller_raw:444828,,step22_unlabeled_seller_308ea1c28e9c3cf188ec,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:444828,0,1,0,3,4
synthetic://step22/v1/positive/p00380/left||synthetic://step22/v1/positive/p00380/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/405326,market_item.xlsx|茶马古道|seller_raw:/shop/405326,,step22_unlabeled_seller_88d1ad73eb06e67f4ac6,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/405326,0,1,0,5,4
synthetic://step22/v1/positive/p00381/left||synthetic://step22/v1/positive/p00381/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:359787,market_item.xlsx|中文暗网交易市场|seller_raw:359787,,step22_unlabeled_seller_6c2a0384dff6096a44d8,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:359787,0,1,0,5,7
synthetic://step22/v1/positive/p00382/left||synthetic://step22/v1/positive/p00382/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:31043,market_item.xlsx|中文暗网交易市场|seller_raw:31043,,step22_unlabeled_seller_dd8e95338ceae08a579d,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:31043,0,1,0,6,6
synthetic://step22/v1/positive/p00383/left||synthetic://step22/v1/positive/p00383/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/440057,market_item.xlsx|茶马古道|seller_raw:/shop/440057,,step22_unlabeled_seller_a9c8b1f977350e8c8951,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/440057,0,1,0,4,4
synthetic://step22/v1/positive/p00384/left||synthetic://step22/v1/positive/p00384/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:63718,market_item.xlsx|中文暗网交易市场|seller_raw:63718,,step22_unlabeled_seller_6da5e660477f8020218a,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:63718,0,1,0,3,3
synthetic://step22/v1/positive/p00385/left||synthetic://step22/v1/positive/p00385/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:78987,market_item.xlsx|中文暗网交易市场|seller_raw:78987,,step22_unlabeled_seller_1ed04f7d065913f49364,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:78987,0,1,0,3,4
synthetic://step22/v1/positive/p00386/left||synthetic://step22/v1/positive/p00386/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:489885,market_item.xlsx|中文暗网交易市场|seller_raw:489885,,step22_unlabeled_seller_986b2c1cb2b26a97fa98,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:489885,0,1,0,5,3
synthetic://step22/v1/positive/p00387/left||synthetic://step22/v1/positive/p00387/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:69008,market_item.xlsx|中文暗网交易市场|seller_raw:69008,,step22_unlabeled_seller_6c0fef170f14a6b57998,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:69008,0,1,0,3,3
synthetic://step22/v1/positive/p00388/left||synthetic://step22/v1/positive/p00388/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/399223,market_item.xlsx|茶马古道|seller_raw:/shop/399223,,step22_unlabeled_seller_5c9c984b77e2ba0ff1f0,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/399223,0,1,0,3,3
synthetic://step22/v1/positive/p00389/left||synthetic://step22/v1/positive/p00389/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:356692,market_item.xlsx|中文暗网交易市场|seller_raw:356692,,step22_unlabeled_seller_d0649631f8c306ee9de4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:356692,0,1,0,3,4
synthetic://step22/v1/positive/p00390/left||synthetic://step22/v1/positive/p00390/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:205446,market_item.xlsx|中文暗网交易市场|seller_raw:205446,,step22_unlabeled_seller_c079d199080519e798d0,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:205446,0,1,0,4,5
synthetic://step22/v1/positive/p00391/left||synthetic://step22/v1/positive/p00391/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/415422,market_item.xlsx|茶马古道|seller_raw:/shop/415422,,step22_unlabeled_seller_1703adc775b9d593f23f,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/415422,0,1,0,4,3
synthetic://step22/v1/positive/p00392/left||synthetic://step22/v1/positive/p00392/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:64249,market_item.xlsx|中文暗网交易市场|seller_raw:64249,,zh_target_strict_cc_d21d5c577bf0cfc7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:64249,0,1,0,7,5
synthetic://step22/v1/positive/p00393/left||synthetic://step22/v1/positive/p00393/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:70574,market_item.xlsx|中文暗网交易市场|seller_raw:70574,,step22_unlabeled_seller_6d26246c3da6798629f7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:70574,0,1,0,3,4
synthetic://step22/v1/positive/p00394/left||synthetic://step22/v1/positive/p00394/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:70124,market_item.xlsx|中文暗网交易市场|seller_raw:70124,,step22_unlabeled_seller_9a95f6baca8cb361adbe,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:70124,0,1,0,3,3
synthetic://step22/v1/positive/p00395/left||synthetic://step22/v1/positive/p00395/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/427106,market_item.xlsx|茶马古道|seller_raw:/shop/427106,,step22_unlabeled_seller_7a84928530855880bbbe,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/427106,0,1,0,14,8
synthetic://step22/v1/positive/p00396/left||synthetic://step22/v1/positive/p00396/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/443396,market_item.xlsx|茶马古道|seller_raw:/shop/443396,,step22_unlabeled_seller_e83695f820590f3ad84c,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/443396,0,1,0,4,4
synthetic://step22/v1/positive/p00397/left||synthetic://step22/v1/positive/p00397/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/403444,market_item.xlsx|茶马古道|seller_raw:/shop/403444,,step22_unlabeled_seller_0be1f5017f0c4e665902,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/403444,0,1,0,5,5
